"","CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE","address","LAT","LON"
"117",31403286,"1/12/2016 10:11:22 AM","","Open","Open311","Remote Device","Code violation","Zoning violations - 103269","7227 LARCHMONT DR, Sacramento, CA",95660,"7227 LARCHMONT DR, Sacramento, CA, 95660",38.699119,-121.376291
"118",31403305,"1/12/2016 10:20:39 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5821 RICH HILL DR, Sacramento, CA",95662,"5821 RICH HILL DR, Sacramento, CA, 95662",38.67136,-121.212672
"119",31403323,"1/12/2016 10:31:16 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4821 SAINT LYNN LN, Sacramento, CA",95608,"4821 SAINT LYNN LN, Sacramento, CA, 95608",38.661147,-121.310185
"120",31403330,"1/12/2016 10:34:50 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","10891 CALVINE RD, Sacramento, CA",95830,"10891 CALVINE RD, Sacramento, CA, 95830",38.452612,-121.278273
"121",31403331,"1/12/2016 10:36:46 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","10891 CALVINE RD, Sacramento, CA",95830,"10891 CALVINE RD, Sacramento, CA, 95830",38.452612,-121.278273
"122",31403412,"1/12/2016 11:11:14 AM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","5056 DEERPARK CIR, Sacramento, CA",95628,"5056 DEERPARK CIR, Sacramento, CA, 95628",38.643437,-121.268207
"123",31403488,"1/12/2016 11:46:37 AM","","Open","311 Service Request","Transportation","Other","Transportation - Other","14325 ISLETON RD, Sacramento, CA",95690,"14325 ISLETON RD, Sacramento, CA, 95690",38.23503,-121.558
"124",31403533,"1/12/2016 12:16:18 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","5325 MARCONI AVE, Sacramento, CA",95608,"5325 MARCONI AVE, Sacramento, CA, 95608",38.617374,-121.34068
"125",31403620,"1/12/2016 1:02:52 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5244 COLLEGE OAK DR, Sacramento, CA",95841,"5244 COLLEGE OAK DR, Sacramento, CA, 95841",38.660951,-121.350454
"126",31403637,"1/12/2016 1:14:45 PM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","4504 HAYFORD WAY, Sacramento, CA",95842,"4504 HAYFORD WAY, Sacramento, CA, 95842",38.67013,-121.358487
"127",31403696,"1/12/2016 1:44:53 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","3625 EAGLE CREST CIR, Sacramento, CA",95843,"3625 EAGLE CREST CIR, Sacramento, CA, 95843",38.72192,-121.379555
"128",31403793,"1/12/2016 2:45:35 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5307 MARCONI AVE, Sacramento, CA",95608,"5307 MARCONI AVE, Sacramento, CA, 95608",38.617381,-121.341227
"129",31403795,"1/12/2016 2:46:11 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","5307 MARCONI AVE, Sacramento, CA",95608,"5307 MARCONI AVE, Sacramento, CA, 95608",38.617381,-121.341227
"130",31403852,"1/12/2016 3:24:41 PM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","3001 BECERRA WAY, Sacramento, CA",95821,"3001 BECERRA WAY, Sacramento, CA, 95821",38.619901,-121.373759
"132",31403934,"1/12/2016 4:16:20 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","7884 SUNRISE GREENS DR, Sacramento, CA",95828,"7884 SUNRISE GREENS DR, Sacramento, CA, 95828",38.471249,-121.397006
"133",31404125,"1/13/2016 9:01:23 AM","","Open","Open311","Remote Device","Illegal dumping","Zoning","7423 FAIR OAKS BLVD,Unit 8, Sacramento, CA",95608,"7423 FAIR OAKS BLVD,Unit 8, Sacramento, CA, 95608",38.636026,-121.328109
"135",31404159,"1/13/2016 9:20:36 AM","","Open","Open311","Remote Device","Other","Other - 103477","7300 FAIR OAKS BLVD,Unit A, Sacramento, CA",95608,"7300 FAIR OAKS BLVD,Unit A, Sacramento, CA, 95608",38.633263,-121.328143
"136",31404202,"1/13/2016 9:54:33 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","2994 WRIGHT ST, Sacramento, CA",95821,"2994 WRIGHT ST, Sacramento, CA, 95821",38.619806,-121.405978
"137",31404204,"1/13/2016 9:54:54 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4751 MANZANITA AVE, Sacramento, CA",95608,"4751 MANZANITA AVE, Sacramento, CA, 95608",38.650254,-121.327734
"138",31404256,"1/13/2016 10:29:20 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","6941 RICHMAN WAY, Sacramento, CA",95828,"6941 RICHMAN WAY, Sacramento, CA, 95828",38.501735,-121.421543
"139",31404303,"1/13/2016 10:52:05 AM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","5193 EL PARAISO AVE, Sacramento, CA",95824,"5193 EL PARAISO AVE, Sacramento, CA, 95824",38.513878,-121.443032
"140",31404445,"1/13/2016 12:22:45 PM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","8900 GREENBACK LN, Sacramento, CA",95662,"8900 GREENBACK LN, Sacramento, CA, 95662",38.678433,-121.225608
"141",31404487,"1/13/2016 12:43:48 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","6620 2ND ST, Sacramento, CA",95673,"6620 2ND ST, Sacramento, CA, 95673",38.688017,-121.46152
"142",31404688,"1/13/2016 2:18:27 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","5967 GILMAN WAY, Sacramento, CA",95660,"5967 GILMAN WAY, Sacramento, CA, 95660",38.674545,-121.367917
"143",31404765,"1/13/2016 3:07:38 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","5110 EL CAMINO AVE,Unit 1, Sacramento, CA",95608,"5110 EL CAMINO AVE,Unit 1, Sacramento, CA, 95608",38.627586,-121.352368
"144",31404830,"1/13/2016 3:33:26 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","3928 EL CAMINO AVE, Sacramento, CA",95821,"3928 EL CAMINO AVE, Sacramento, CA, 95821",38.61033,-121.373065
"145",31405084,"1/14/2016 8:19:23 AM","","Open","311 Service Request","Transportation","Ditches/Culverts","Ditches/Culverts","5630 FRONTIER WAY, Sacramento, CA",95608,"5630 FRONTIER WAY, Sacramento, CA, 95608",38.608368,-121.333529
"147",31405169,"1/14/2016 9:14:05 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","5300 MCMILLAN DR, Sacramento, CA",95628,"5300 MCMILLAN DR, Sacramento, CA, 95628",38.643437,-121.268207
"148",31405177,"1/14/2016 9:22:25 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","5648 SAMPSON BLVD, Sacramento, CA",95824,"5648 SAMPSON BLVD, Sacramento, CA, 95824",38.523279,-121.449362
"149",31405188,"1/14/2016 9:28:01 AM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","7000 BANDY RD, Sacramento, CA",95829,"7000 BANDY RD, Sacramento, CA, 95829",38.49868,-121.369707
"150",31405191,"1/14/2016 9:29:23 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","7271 FLORIN MALL DR,Unit 1001, Sacramento, CA",95823,"7271 FLORIN MALL DR,Unit 1001, Sacramento, CA, 95823",38.493462,-121.434266
"151",31405201,"1/14/2016 9:35:37 AM","","Open","311 Service Request","Transportation","Other","Transportation - Other","4950 HARRISON ST, Sacramento, CA",95660,"4950 HARRISON ST, Sacramento, CA, 95660",38.655723,-121.368953
"152",31405316,"1/14/2016 10:58:14 AM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","923 ENTERPRISE DR, Sacramento, CA",95825,"923 ENTERPRISE DR, Sacramento, CA, 95825",38.582422,-121.416986
"153",31405527,"1/14/2016 1:14:48 PM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","7411 FAIR OAKS BLVD, Sacramento, CA",95608,"7411 FAIR OAKS BLVD, Sacramento, CA, 95608",38.635449,-121.328089
"154",31405648,"1/14/2016 2:12:19 PM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","8619 FOXPARK CT, Sacramento, CA",95843,"8619 FOXPARK CT, Sacramento, CA, 95843",38.725627,-121.384492
"155",31405663,"1/14/2016 2:23:28 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","2021 RED ROBIN LN,Unit 3, Sacramento, CA",95821,"2021 RED ROBIN LN,Unit 3, Sacramento, CA, 95821",38.61535,-121.419444
"156",31405745,"1/14/2016 3:16:27 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","5920 VAN ALSTINE AVE,Unit 18, Sacramento, CA",95608,"5920 VAN ALSTINE AVE,Unit 18, Sacramento, CA, 95608",38.659292,-121.320291
"157",31405765,"1/14/2016 3:31:42 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","2820 MAISON WAY, Sacramento, CA",95864,"2820 MAISON WAY, Sacramento, CA, 95864",38.593395,-121.398133
"158",31405778,"1/14/2016 3:36:32 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6616 MODESTO DR, Sacramento, CA",95842,"6616 MODESTO DR, Sacramento, CA, 95842",38.684584,-121.344041
"159",31405884,"1/14/2016 5:01:42 PM","","Open","Open311","Remote Device","Other","Other - 103815","7141 STANFORD OAK DR, Sacramento, CA",95842,"7141 STANFORD OAK DR, Sacramento, CA, 95842",38.695773,-121.329466
"160",31405893,"1/14/2016 5:13:18 PM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","6725 THOMAS DR, Sacramento, CA",95660,"6725 THOMAS DR, Sacramento, CA, 95660",38.690753,-121.374462
"161",31405915,"1/14/2016 7:07:42 PM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","2505 CASTINE CT, Sacramento, CA",95826,"2505 CASTINE CT, Sacramento, CA, 95826",38.567605,-121.365166
"162",31405984,"1/15/2016 7:57:18 AM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","1290 FULTON AVE, Sacramento, CA",95825,"1290 FULTON AVE, Sacramento, CA, 95825",38.58858,-121.401391
"164",31406074,"1/15/2016 9:10:49 AM","","Open","Open311","Remote Device","Other","Other - 103881","8684 BEAUXART CIR, Sacramento, CA",95828,"8684 BEAUXART CIR, Sacramento, CA, 95828",38.48869,-121.383729
"165",31406161,"1/15/2016 10:09:02 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","2229 EDISON AVE,Unit 35, Sacramento, CA",95821,"2229 EDISON AVE,Unit 35, Sacramento, CA, 95821",38.622668,-121.41277
"166",31406176,"1/15/2016 10:18:52 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","5936 CLOVER MANOR WAY, Sacramento, CA",95824,"5936 CLOVER MANOR WAY, Sacramento, CA, 95824",38.518086,-121.446546
"167",31406191,"1/15/2016 10:24:19 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4506 KEWANEE ST, Sacramento, CA",95628,"4506 KEWANEE ST, Sacramento, CA, 95628",38.647797,-121.240382
"168",31406230,"1/15/2016 10:45:41 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4121 BIG CLOUD WAY, Sacramento, CA",95843,"4121 BIG CLOUD WAY, Sacramento, CA, 95843",38.708261,-121.367893
"169",31406246,"1/15/2016 10:53:59 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8936 CANBERRA DR, Sacramento, CA",95826,"8936 CANBERRA DR, Sacramento, CA, 95826",38.5426,-121.371026
"170",31406451,"1/15/2016 1:11:37 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5205 MENDOCINO BLVD, Sacramento, CA",95820,"5205 MENDOCINO BLVD, Sacramento, CA, 95820",38.528213,-121.461526
"171",31406510,"1/15/2016 2:00:35 PM","","Open","Open311","Remote Device","Abandoned vehicle","Abandoned Vehicle - 103936","5101 VISTA SIERRA DR, Sacramento, CA",95843,"5101 VISTA SIERRA DR, Sacramento, CA, 95843",38.519878,-121.465096
"172",31406569,"1/15/2016 2:37:14 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","4104 STRATHMORE WAY, Sacramento, CA",95660,"4104 STRATHMORE WAY, Sacramento, CA, 95660",38.698935,-121.36923
"173",31406584,"1/15/2016 2:49:17 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4735 MARCONI AVE,Unit 22, Sacramento, CA",95608,"4735 MARCONI AVE,Unit 22, Sacramento, CA, 95608",38.617532,-121.354389
"174",31406754,"1/15/2016 4:43:15 PM","","Open","Open311","Remote Device","Other","Other - 103956","4451 LEMON HILL AVE, Sacramento, CA",95824,"4451 LEMON HILL AVE, Sacramento, CA, 95824",38.515999,-121.454878
"175",31406817,"1/15/2016 5:40:41 PM","","Open","Open311","Remote Device","Other","Other - 103966","5100 DOE HOLLOW PL, Sacramento, CA",95843,"5100 DOE HOLLOW PL, Sacramento, CA, 95843",38.710196,-121.345771
"176",31406854,"1/15/2016 8:10:55 PM","","Open","Open311","Remote Device","Code violation","Zoning violations - 103975","4408 RAVENWOOD AVE, Sacramento, CA",95821,"4408 RAVENWOOD AVE, Sacramento, CA, 95821",38.611594,-121.362548
"177",31406915,"1/16/2016 11:10:35 AM","","Open","Open311","Remote Device","Other","Other - 104052","9200 BLUE OAK DR, Sacramento, CA",95662,"9200 BLUE OAK DR, Sacramento, CA, 95662",38.700058,-121.211044
"178",31406954,"1/16/2016 1:30:55 PM","","Open","Open311","Remote Device","Other","Other - 104063","2000 WATT AVE, Sacramento, CA",95825,"2000 WATT AVE, Sacramento, CA, 95825",38.600871,-121.383051
"179",31407021,"1/16/2016 6:34:57 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4021 NEW YORK AVE, Sacramento, CA",95628,"4021 NEW YORK AVE, Sacramento, CA, 95628",38.643437,-121.268207
"180",31407033,"1/16/2016 9:09:04 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6077 OGDEN NASH WAY, Sacramento, CA",95842,"6077 OGDEN NASH WAY, Sacramento, CA, 95842",38.682296,-121.351863
"181",31407091,"1/17/2016 2:10:36 PM","","Open","Open311","Remote Device","Illegal dumping","Illegal dumping - 104191","5952 MENDOCINO BLVD, Sacramento, CA",95824,"5952 MENDOCINO BLVD, Sacramento, CA, 95824",38.518645,-121.46189
"182",31407092,"1/17/2016 2:14:51 PM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","6710 FRONT ST, Sacramento, CA",95673,"6710 FRONT ST, Sacramento, CA, 95673",38.68983,-121.448327
"183",31407149,"1/17/2016 6:21:59 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","9228 CARLA WAY, Sacramento, CA",95826,"9228 CARLA WAY, Sacramento, CA, 95826",38.559507,-121.357896
"184",31407153,"1/17/2016 6:36:03 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","8933 NEW DAWN DR, Sacramento, CA",95826,"8933 NEW DAWN DR, Sacramento, CA, 95826",38.553939,-121.370228
"185",31407156,"1/17/2016 6:47:07 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","9041 SUTTERS GOLD DR, Sacramento, CA",95826,"9041 SUTTERS GOLD DR, Sacramento, CA, 95826",38.550762,-121.366884
"186",31407157,"1/17/2016 6:51:19 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","9277 CALDERA WAY, Sacramento, CA",95826,"9277 CALDERA WAY, Sacramento, CA, 95826",38.55821,-121.354036
"187",31407159,"1/17/2016 6:53:53 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","3039 HEIRLOOM WAY, Sacramento, CA",95826,"3039 HEIRLOOM WAY, Sacramento, CA, 95826",38.559499,-121.355736
"188",31407160,"1/17/2016 6:57:03 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","3039 HEIRLOOM WAY, Sacramento, CA",95826,"3039 HEIRLOOM WAY, Sacramento, CA, 95826",38.559499,-121.355736
"189",31407161,"1/17/2016 6:59:26 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","3183 ROSEMONT DR, Sacramento, CA",95826,"3183 ROSEMONT DR, Sacramento, CA, 95826",38.55533,-121.357089
"190",31407168,"1/17/2016 7:20:44 PM","","Open","Open311","Remote Device","Code violation","Zoning violations - 104147","4620 PRETENTIOUS WAY, Sacramento, CA",95842,"4620 PRETENTIOUS WAY, Sacramento, CA, 95842",38.694889,-121.356165
"191",31407214,"1/18/2016 3:38:52 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","9013 SUTTERS GOLD DR, Sacramento, CA",95826,"9013 SUTTERS GOLD DR, Sacramento, CA, 95826",38.550909,-121.367246
"192",31407216,"1/18/2016 5:01:52 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","9221 CALDERA WAY, Sacramento, CA",95826,"9221 CALDERA WAY, Sacramento, CA, 95826",38.55829,-121.356977
"193",31407231,"1/18/2016 7:15:51 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","3904 RUNNING BEAR WAY, Sacramento, CA",95843,"3904 RUNNING BEAR WAY, Sacramento, CA, 95843",38.70818,-121.37271
"194",31407265,"1/18/2016 8:35:00 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","7444 TIERRA WAY, Sacramento, CA",95628,"7444 TIERRA WAY, Sacramento, CA, 95628",38.6476,-121.290662
