"CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE"
"31396341","1/2/2016 5:17:50 PM","1/2/2016 9:30:03 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of ELKHORN BLVD and 10TH ST, 95673","95673"
"31396342","1/2/2016 5:22:28 PM","1/2/2016 7:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7721 VERNA MAE AVE, 95828","95828"
"31396344","1/2/2016 5:44:37 PM","1/16/2016 3:30:07 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7337 GIGI PL, 95828","95828"
"31396346","1/2/2016 5:55:36 PM","1/4/2016 7:13:32 AM","Closed","311 Service Request","Water Resources","Incoming Email","","9228 MAPLEVIEW WAY,ELK GROVE,CA 95758","95758"
"31396347","1/2/2016 5:56:16 PM","2/19/2016 2:30:02 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5081 ENRICO BLVD, 95820","95820"
"31396351","1/2/2016 6:29:14 PM","1/3/2016 3:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","3700 BRANCH CENTER RD, 95827","95827"
"31396357","1/2/2016 7:10:32 PM","1/12/2016 11:51:01 AM","Closed","Open311","Remote Device","Other","Other - 101669","3005 ARDEN WAY,Unit 5, 95825","95825"
"31396360","1/2/2016 7:51:43 PM","1/3/2016 10:30:12 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","4256 PARADISE DR, 95608","95608"
"31396362","1/2/2016 8:19:48 PM","1/3/2016 10:30:12 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","6326 STACY AVE, 95823","95823"
"31396365","1/2/2016 9:47:01 PM","1/2/2016 10:30:11 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","1181 FULTON AVE, 95825","95825"
"31396370","1/2/2016 10:46:41 PM","1/3/2016 12:30:12 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","6520 GILSTON CT, 95662","95662"
"31396373","1/3/2016 12:00:50 AM","1/6/2016 1:09:22 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 101671","6728 FAIR OAKS BLVD,Unit 306, 95608","95608"
"31396379","1/3/2016 1:11:36 AM","1/14/2016 8:03:25 AM","Closed","Open311","Remote Device","Other","Other - 101673","3824 DON JULIO BLVD, 95660","95660"
"31396380","1/3/2016 1:52:26 AM","1/14/2016 8:03:46 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of WATT AVE and KAREN LN, 95660","95660"
"31396385","1/3/2016 4:52:29 AM","1/3/2016 9:30:12 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7861 DOMINION WAY, 95626","95626"
"31396386","1/3/2016 6:07:05 AM","1/14/2016 8:04:07 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of MILLS PARK DR and FOLSOM BLVD,RANCHO CORDOVA,CA 95670","95670"
"31396387","1/3/2016 7:08:41 AM","1/14/2016 8:04:34 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","7377 WASHBURN WAY, 95660","95660"
"31396388","1/3/2016 7:41:00 AM","1/3/2016 1:30:10 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","7245 LINDALE DR, 95828","95828"
"31396390","1/3/2016 7:49:53 AM","1/4/2016 7:22:16 AM","Closed","311 Service Request","Water Resources","Incoming Email","","3700 BRANCH CENTER RD, 95827","95827"
"31396391","1/3/2016 8:14:57 AM","1/4/2016 10:47:18 AM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","INTERSECTION of 4TH ST and ASCOT AVE, 95673","95673"
"31396392","1/3/2016 8:17:24 AM","1/3/2016 3:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","6910 65TH ST, 95823","95823"
"31396393","1/3/2016 8:59:29 AM","1/3/2016 11:30:13 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7214 WALTER AVE, 95828","95828"
"31396395","1/3/2016 9:25:20 AM","1/3/2016 9:27:29 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of FOLSOM BLVD and WATT AVE, 95826","95826"
"31396396","1/3/2016 9:27:21 AM","1/14/2016 8:04:53 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of WATT AVE and FOLSOM BLVD, 95826","95826"
"31396397","1/3/2016 10:10:04 AM","1/5/2016 2:56:17 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","5467 BALLANTINE ST, 95826","95826"
"31396398","1/3/2016 10:12:19 AM","1/14/2016 8:05:16 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","5467 BALLANTINE ST, 95826","95826"
"31396399","1/3/2016 10:14:50 AM","1/3/2016 9:30:12 PM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","6224 VALOR WAY, 95608","95608"
"31396400","1/3/2016 10:42:27 AM","1/3/2016 11:30:13 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","3839 BRADSHAW RD, 95827","95827"
"31396401","1/3/2016 10:52:53 AM","2/2/2016 2:54:31 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","6633 CHERRY LN, 95673","95673"
"31396402","1/3/2016 10:55:38 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","6633 CHERRY LN, 95673","95673"
"31396403","1/3/2016 10:58:55 AM","1/14/2016 8:05:39 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of EL CAMINO AVE and EASTERN AVE, 95821","95821"
"31396404","1/3/2016 11:33:20 AM","1/3/2016 1:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7112 HEDGE AVE, 95829","95829"
"31396405","1/3/2016 11:38:25 AM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","6427 DALLAS WAY, 95823","95823"
"31396406","1/3/2016 11:51:47 AM","1/3/2016 10:30:13 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5101 ILLINOIS AVE, 95628","95628"
"31396407","1/3/2016 12:00:59 PM","1/4/2016 8:33:03 AM","Closed","Open311","Remote Device","Other","Other - 101723","5895 STOCKTON BLVD,SACRAMENTO,CA 95824","95824"
"31396408","1/3/2016 12:05:36 PM","1/3/2016 1:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of PALM AVE and ROSEVILLE RD, 95842","95842"
"31396409","1/3/2016 12:18:49 PM","1/14/2016 8:06:00 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of MARYSVILLE BLVD and RIO LINDA BLVD, 95673","95673"
"31396410","1/3/2016 12:33:31 PM","1/26/2016 12:30:09 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","1636 WAYLAND AVE, 95825","95825"
"31396411","1/3/2016 12:42:16 PM","1/21/2016 11:45:53 AM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","8945 AUTUMNWOOD DR, 95826","95826"
"31396412","1/3/2016 12:56:04 PM","1/4/2016 9:01:44 AM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","8945 AUTUMNWOOD DR, 95826","95826"
"31396413","1/3/2016 1:00:37 PM","1/3/2016 8:30:02 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of STEVENSON AVE and POWER INN RD, 95828","95828"
"31396415","1/3/2016 1:08:28 PM","1/21/2016 11:45:53 AM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","319 ASCOT AVE, 95673","95673"
"31396416","1/3/2016 1:11:23 PM","1/14/2016 8:06:30 AM","Closed","Open311","Remote Device","Other","Other - 101733","5117 VISTA SIERRA DR, 95843","95843"
"31396418","1/3/2016 1:20:29 PM","1/14/2016 8:06:48 AM","Closed","Open311","Remote Device","Other","Other - 101736","5041 CUMBRAE ISLE WAY, 95843","95843"
"31396419","1/3/2016 1:25:15 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5301 VALPARAISO CIR, 95841","95841"
"31396420","1/3/2016 1:31:18 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","3229 DEODAR ST, 95608","95608"
"31396424","1/3/2016 1:43:47 PM","1/3/2016 6:30:11 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5720 FALCONER WAY,Unit C, 95824","95824"
"31396425","1/3/2016 1:48:01 PM","1/4/2016 3:30:03 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","6001 FILBERT AVE, 95662","95662"
"31396426","1/3/2016 1:49:35 PM","1/3/2016 2:03:48 PM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","9464 SAINT LOUIS WAY, 95827","95827"
"31396428","1/3/2016 1:50:32 PM","1/3/2016 5:30:11 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of HOWE AVE and EL CAMINO AVE, 95825","95825"
"31396429","1/3/2016 1:52:10 PM","2/6/2016 12:20:02 AM","Closed","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6221 SHENANDOAH DR, 95841","95841"
"31396430","1/3/2016 1:59:10 PM","1/3/2016 3:30:10 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","9464 SAINT LOUIS WAY, 95827","95827"
"31396431","1/3/2016 1:59:24 PM","1/3/2016 8:30:03 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of FLORIN RD and RIMROCK DR, 95828","95828"
"31396434","1/3/2016 2:19:53 PM","1/3/2016 3:30:13 PM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","1953 WRIGHT ST, 95825","95825"
"31396435","1/3/2016 2:20:11 PM","1/3/2016 3:30:03 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","2532 KANSAS WAY, 95827","95827"
"31396437","1/3/2016 2:22:56 PM","1/8/2016 2:44:02 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","7535 EVENT WAY, 95842","95842"
"31396439","1/3/2016 2:31:32 PM","1/12/2016 11:25:41 AM","Closed","Open311","Remote Device","Other","Other - 101739","9104 THILOW DR, 95826","95826"
"31396440","1/3/2016 2:31:32 PM","1/12/2016 11:26:07 AM","Closed","Open311","Remote Device","Other","Other - 101738","9136 THILOW DR, 95826","95826"
"31396444","1/3/2016 2:36:35 PM","1/14/2016 8:07:16 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","4001 DON JULIO BLVD, 95660","95660"
"31396445","1/3/2016 2:40:09 PM","1/26/2016 8:05:38 AM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8036 ANDANTE DR, 95621","95621"
"31396446","1/3/2016 2:41:41 PM","1/26/2016 8:06:03 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","4001 DON JULIO BLVD, 95660","95660"
"31396447","1/3/2016 2:41:58 PM","1/3/2016 4:30:12 PM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","INTERSECTION of GOLD RUN AVE and ANDREA BLVD, 95842","95842"
"31396448","1/3/2016 2:44:58 PM","1/26/2016 8:06:25 AM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","5030 HILLRIDGE WAY, 95628","95628"
"31396449","1/3/2016 2:46:24 PM","1/14/2016 8:07:37 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of SAMPSON BLVD and IOWA AVE, 95824","95824"
"31396453","1/3/2016 2:56:17 PM","2/6/2016 12:20:02 AM","Closed","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","4987 TUFTS ST, 95841","95841"
"31396455","1/3/2016 3:10:39 PM","1/5/2016 3:00:11 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","5711 53RD AVE, 95823","95823"
"31396460","1/3/2016 3:27:52 PM","1/3/2016 8:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","6572 JUNEAU WAY, 95660","95660"
"31396464","1/3/2016 3:35:53 PM","1/4/2016 3:30:11 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","3805 MILTON WAY, 95660","95660"
"31396465","1/3/2016 3:44:02 PM","1/14/2016 8:07:56 AM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","7239 ROBIN RD, 95628","95628"
"31396470","1/3/2016 4:06:39 PM","1/3/2016 5:30:12 PM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","INTERSECTION of DILLARD RD and SILVA RANCH RD, 95683","95683"
"31396471","1/3/2016 4:08:16 PM","1/8/2016 2:40:40 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of METRO AIR PKWY and W ELKHORN BLVD, 95835","95835"
"31396472","1/3/2016 4:12:17 PM","1/8/2016 2:41:37 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of BAYOU WAY and POWER LINE RD, 95835","95835"
"31396474","1/3/2016 4:20:28 PM","1/12/2016 11:16:49 AM","Closed","311 Service Request","Environmental - Health","Food Facility Complaints","Food Facility Complaints","7900 COLLEGE TOWN DR,SACRAMENTO,CA 95826","95826"
"31396475","1/3/2016 4:28:34 PM","1/5/2016 2:58:29 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","5621 DEWEY BLVD, 95824","95824"
"31396477","1/3/2016 4:37:44 PM","2/6/2016 12:20:02 AM","Closed","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","6217 SHENANDOAH DR, 95841","95841"
"31396480","1/3/2016 4:47:41 PM","1/5/2016 5:30:04 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","4024 CENTRAL AVE, 95628","95628"
"31396481","1/3/2016 5:03:18 PM","1/3/2016 6:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5052 POLK ST, 95660","95660"
"31396483","1/3/2016 5:10:07 PM","1/30/2016 12:20:21 AM","Closed","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7601 LOUCRETA DR, 95828","95828"
"31396484","1/3/2016 5:11:33 PM","","Open","Open311","Remote Device","Other","Other - 101755","4043 EDISON AVE, 95821","95821"
"31396488","1/3/2016 5:46:49 PM","2/5/2016 4:30:01 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","3824 SHEEDY CT, 95843","95843"
"31396489","1/3/2016 5:46:53 PM","1/3/2016 7:30:11 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","3839 BRADSHAW RD, 95827","95827"
"31396492","1/3/2016 6:18:48 PM","1/3/2016 7:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","8048 PRAIRIE FIELD DR, 95829","95829"
"31396493","1/3/2016 6:20:49 PM","1/20/2016 9:51:21 AM","Closed","Open311","Remote Device","Other","Other - 101758","245 QUADRA AVE, 95673","95673"
"31396497","1/3/2016 6:41:08 PM","1/8/2016 12:08:08 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of FAIR OAKS BLVD and GUNN RD, 95608","95608"
"31396500","1/3/2016 7:54:11 PM","1/20/2016 6:54:26 PM","Closed","311 Service Request","Environmental - Health","Commercial Noise Complaints","Commercial Noise Complaints","5800 MOUNT EVANS CT, 95842","95842"
"31396502","1/3/2016 8:01:15 PM","1/3/2016 8:30:12 PM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","6041 24TH ST, 95673","95673"
"31396510","1/3/2016 9:22:30 PM","1/14/2016 8:08:16 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","128 W WITHINGTON AVE, 95673","95673"
"31396511","1/3/2016 9:31:42 PM","1/14/2016 8:08:38 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of HAZEL AVE and CURRAGH DOWNS DR, 95628","95628"
"31396513","1/3/2016 9:49:25 PM","1/20/2016 1:30:14 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","6738 SANDYLEE WAY, 95828","95828"
"31396515","1/3/2016 9:54:49 PM","1/4/2016 1:30:03 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","204 GEORGIANA CT,ISLETON,CA 95641","95641"
"31396516","1/3/2016 10:01:30 PM","1/4/2016 2:25:15 PM","Closed","Open311","Remote Device","Other","Other - 101765","2811 HERBERT WAY, 95821","95821"
"31396532","1/4/2016 6:03:52 AM","1/4/2016 6:07:51 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4317 ZEPHYR WAY, 95821","95821"
"31396534","1/4/2016 6:10:41 AM","1/4/2016 6:17:49 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","1951 WINDEMERE LN, 95864","95864"
"31396536","1/4/2016 6:15:02 AM","1/4/2016 6:17:42 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","6724 LINDA SUE WAY, 95628","95628"
"31396537","1/4/2016 6:17:16 AM","1/4/2016 6:17:54 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4221 WINDING CREEK RD, 95864","95864"
"31396538","1/4/2016 6:23:18 AM","1/4/2016 6:27:44 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3449 SPRING ROSE WAY, 95827","95827"
"31396540","1/4/2016 6:27:27 AM","1/4/2016 6:37:50 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","13637 BORDEN RD, 95638","95638"
"31396541","1/4/2016 6:27:34 AM","1/4/2016 6:37:44 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","13637 BORDEN RD, 95638","95638"
"31396543","1/4/2016 6:30:52 AM","1/4/2016 6:37:46 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8268 COUNTRY RANCH DR, 95829","95829"
"31396545","1/4/2016 6:34:15 AM","1/4/2016 6:37:56 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3500 GARFIELD AVE, 95608","95608"
"31396547","1/4/2016 7:18:34 AM","1/5/2016 2:50:36 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","8369 FOPPIANO WAY, 95829","95829"
"31396553","1/4/2016 7:34:59 AM","1/4/2016 7:37:54 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","9129 LA MAISON CIR, 95829","95829"
"31396554","1/4/2016 7:35:13 AM","1/4/2016 7:37:53 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","9129 LA MAISON CIR, 95829","95829"
"31396560","1/4/2016 7:44:29 AM","1/4/2016 7:47:50 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8221 REDFORD WAY, 95829","95829"
